"WTP","age","income","height"
534.864503892995,50.5234742211178,63.3069058053661,6.03228015801869
169.286660104381,36.4737954246812,15.2002219401766,4.2158037989866
436.971737954205,44.8835366545245,54.2681927687954,5.77871636790223
715.399309782062,63.5171456588432,88.7013774178922,4.75953865610063
346.912477359381,20.9595178207383,41.1126251984388,6.21991428453475
246.198254399679,30.7805631519295,26.2207167549059,6.8442574867513
240.19285691752,34.217136609368,25.4471102042589,6.45829248218797
224.370034176526,34.0613546362147,22.7941183221992,5.38577524502762
477.648394801621,58.108051547315,54.401181594003,6.51548110879958
474.101998072202,45.0770067842677,57.0114038849715,5.39068465144373
331.103462188198,60.6158966897056,37.8048158693127,5.63464656635188
449.720098599022,54.7416426800191,54.0094888338353,4.14831135678105
316.80660479759,22.9456287482753,36.4558737899642,4.20431664725766
489.404306176997,56.7147713690065,58.8871512527112,6.07410616148263
387.397826783755,40.0634982506745,47.4540301633533,4.98639298859052
780.052802727748,45.0166592840105,95.8633758709766,4.7590215227101
407.721504955405,18.6332325474359,50.0447357003577,6.74036603420973
291.01326225279,33.4924367209896,31.596522401087,4.76347984583117
613.926945757873,42.9153511603363,73.9422130316962,6.55612895125523
672.235250896731,73.5293900384568,82.0508197054733,6.16158558428288
239.117101275103,75.530485806521,25.1402008009609,5.77744273701683
617.888788137279,58.0746691813692,73.9368185389321,5.01884448644705
124.850624625794,69.2576927505434,8.59312032349408,4.01604670588858
636.04499665447,39.8898083972745,78.0542068684008,6.51352492067963
142.855147603072,43.4094980428927,10.7657986786216,4.11541124689393
811.840304477858,64.4652839726768,98.2316170085687,4.94172441354021
761.568562979607,73.68013656931,92.1957498753909,4.76429412816651
152.209221266867,31.7712391843088,15.6329805823043,5.2692987001501
731.446676113333,68.9540073275566,88.4880619088653,5.93374559096992
797.14461891662,39.9128421093337,99.5304505748209,6.52930041542277
154.966346608004,52.4917926429771,14.098346461542,4.82996916212142
745.401564475396,21.5161690674722,95.0708173064049,6.56419038213789
751.685014139465,26.8862129049376,94.3235822487622,6.5238349926658
328.849172062275,77.988271554932,32.3677829978988,4.26079032127745
674.746851810174,44.5846324879676,84.3492324801628,5.2549748532474
319.095211046561,67.3422527476214,33.0072584142908,6.48592956573702
190.046691631848,72.5856805988587,16.3831225957256,4.00250583421439
358.186956920595,81.8257552431896,37.7776586241089,5.24140431522392
440.376454744621,62.9811156564392,50.8982203854248,4.61966806161217
446.463811685712,50.035226077307,52.9189771006349,5.27543483232148
409.126626967884,34.2838703747839,49.1931927902624,6.87063878728077
97.3222423051183,31.0232761385851,7.23339585005306,6.30613499693573
793.916115099873,16.0103734163567,99.4522475055419,4.99959889985621
355.629329827713,66.0275193769485,39.975188372191,6.23199908761308
364.825497424476,32.4916330212727,39.7740447451361,5.7643893386703
368.709987375432,26.2828293675557,45.0923302513547,4.03102538338862
217.513919257954,16.1929855099879,22.3135758424178,6.86447879532352
681.326330768417,49.0270241606049,84.9117179168388,5.86877865390852
176.365730751056,22.2030120319687,18.870014770655,4.1417242474854
637.075032462527,71.1082903225906,75.2883700083476,6.63760075182654
129.711484548972,39.802964546252,10.1135729928501,5.37096079625189
521.781464569448,80.5502777476795,58.3433523809072,6.53034909977578
499.176130508147,32.2106474591419,61.0543957876507,4.86593729443848
207.015999230965,48.1199022964574,19.6254584437702,4.30811602040194
320.086317577164,28.4092609840445,36.7875394085422,4.13503628922626
520.089235787676,55.8255378925242,61.6729930089787,6.39247635495849
546.489809259831,47.1631232928485,64.9961972993333,6.78289815434255
266.620704507105,47.720383356791,28.3032409939915,4.41178893088363
761.796733003729,42.9882788890973,93.6617715097964,5.04231624328531
520.44516837614,50.3699917369522,61.6814738640096,5.52224760851823
318.106512711964,17.2321709175594,37.1296485152561,5.71946254232898
162.426032568483,23.0127311614342,15.8966843865346,4.65954909962602
605.962623559651,47.8254833142273,74.0012040128931,4.72271203389391
660.107118419287,42.7890716330148,83.0486404604744,5.69401293783449
327.340497131336,73.3533435873687,34.7043240419589,6.71924664522521
450.92988207731,68.278522035107,51.1554918775801,4.22414440941066
639.935308003435,55.134951423388,78.8851688615978,6.13553760200739
324.67051132521,46.3255632156506,34.2799657641444,4.83120892662555
209.696006700918,20.8661405649036,21.607274771668,4.82106745592318
110.455974272828,30.3396983118728,7.41477775620297,6.81927446858026
